date,stage,match,selection,decimal_odds,market_probability,model_probability,value_gap,signal,risk_label,confidence_score,kelly_stake_pct,bankroll_note,quality_label
2026-06-17,FIFA World Cup,Argentina vs Algeria,Draw,4.56,0.2193,0.2375,0.0182,NO BET,HIGH RISK,0.1957,0.0058,No bet suggested.,NO_BET
2026-06-27,FIFA World Cup,New Zealand vs Belgium,Draw,5.63,0.1776,0.2362,0.0586,NO BET,VERY HIGH RISK,0.1949,0.0178,No bet suggested.,NO_BET
2026-06-24,FIFA World Cup,Colombia vs DR Congo,Draw,4.15,0.241,0.2475,0.0065,NO BET,HIGH RISK,0.194,0.0022,No bet suggested.,NO_BET
2026-06-27,FIFA World Cup,Uruguay vs Spain,Spain,1.63,0.6135,0.4187,-0.1948,NO BET,MEDIUM RISK,0.194,0.0,No bet suggested.,NO_BET
2026-06-13,FIFA World Cup,Brazil vs Morocco,Draw,3.79,0.2639,0.2588,-0.0051,NO BET,HIGH RISK,0.1936,0.0,No bet suggested.,NO_BET
2026-06-17,FIFA World Cup,England vs Croatia,Draw,3.74,0.2674,0.26,-0.0074,NO BET,HIGH RISK,0.1926,0.0,No bet suggested.,NO_BET
2026-06-21,FIFA World Cup,Spain vs Saudi Arabia,Saudi Arabia,23.43,0.0427,0.1674,0.1247,NO BET,VERY HIGH RISK,0.1921,0.0326,No bet suggested.,NO_BET
2026-06-13,FIFA World Cup,Qatar vs Switzerland,Switzerland,1.22,0.8197,0.5057,-0.314,NO BET,LOW RISK,0.1916,0.0,No bet suggested.,NO_BET
2026-06-15,FIFA World Cup,Belgium vs Egypt,Draw,3.84,0.2604,0.255,-0.0054,NO BET,HIGH RISK,0.1896,0.0,No bet suggested.,NO_BET
2026-06-21,FIFA World Cup,Uruguay vs Cape Verde,Draw,4.48,0.2232,0.2362,0.013,NO BET,HIGH RISK,0.1893,0.0042,No bet suggested.,NO_BET
2026-06-25,FIFA World Cup,Tunisia vs Netherlands,Draw,4.27,0.2342,0.24,0.0058,NO BET,HIGH RISK,0.1858,0.0019,No bet suggested.,NO_BET
2026-06-12,FIFA World Cup,Canada vs Bosnia & Herzegovina,Draw,3.58,0.2793,0.2625,-0.0168,NO BET,HIGH RISK,0.1857,0.0,No bet suggested.,NO_BET
2026-06-25,FIFA World Cup,Czech Republic vs Mexico,Draw,3.53,0.2833,0.2637,-0.0195,NO BET,HIGH RISK,0.1842,0.0,No bet suggested.,NO_BET
2026-06-23,FIFA World Cup,Norway vs Senegal,Draw,3.46,0.289,0.2662,-0.0228,NO BET,HIGH RISK,0.1835,0.0,No bet suggested.,NO_BET
2026-06-20,FIFA World Cup,Netherlands vs Sweden,Draw,3.97,0.2519,0.2475,-0.0044,NO BET,HIGH RISK,0.1831,0.0,No bet suggested.,NO_BET
2026-06-25,FIFA World Cup,Ecuador vs Germany,Draw,3.81,0.2625,0.2525,-0.01,NO BET,HIGH RISK,0.1825,0.0,No bet suggested.,NO_BET
2026-06-19,FIFA World Cup,Scotland vs Morocco,Scotland,4.06,0.2463,0.2443,-0.002,NO BET,HIGH RISK,0.1824,0.0,No bet suggested.,NO_BET
2026-06-27,FIFA World Cup,Croatia vs Ghana,Draw,3.77,0.2653,0.2538,-0.0115,NO BET,HIGH RISK,0.1822,0.0,No bet suggested.,NO_BET
2026-06-23,FIFA World Cup,Panama vs Croatia,Panama,6.53,0.1531,0.2168,0.0637,NO BET,VERY HIGH RISK,0.1805,0.0188,No bet suggested.,NO_BET
2026-06-23,FIFA World Cup,Norway vs Senegal,Norway,2.11,0.4739,0.3419,-0.132,NO BET,MEDIUM RISK,0.1799,0.0,No bet suggested.,NO_BET
2026-06-24,FIFA World Cup,Morocco vs Haiti,Draw,5.14,0.1946,0.2362,0.0417,NO BET,VERY HIGH RISK,0.1779,0.0129,No bet suggested.,NO_BET
2026-06-15,FIFA World Cup,Saudi Arabia vs Uruguay,Saudi Arabia,7.68,0.1302,0.2037,0.0735,NO BET,VERY HIGH RISK,0.1772,0.0211,No bet suggested.,NO_BET
2026-06-14,FIFA World Cup,Netherlands vs Japan,Draw,3.52,0.2841,0.26,-0.0241,NO BET,HIGH RISK,0.1759,0.0,No bet suggested.,NO_BET
2026-06-22,FIFA World Cup,Argentina vs Austria,Austria,5.36,0.1866,0.2304,0.0438,NO BET,VERY HIGH RISK,0.1742,0.0135,No bet suggested.,NO_BET
2026-06-23,FIFA World Cup,Panama vs Croatia,Draw,3.91,0.2558,0.245,-0.0108,NO BET,HIGH RISK,0.1742,0.0,No bet suggested.,NO_BET
2026-06-22,FIFA World Cup,Argentina vs Austria,Draw,3.82,0.2618,0.2475,-0.0143,NO BET,HIGH RISK,0.1732,0.0,No bet suggested.,NO_BET
2026-06-19,FIFA World Cup,Mexico vs South Korea,Draw,3.48,0.2874,0.26,-0.0274,NO BET,HIGH RISK,0.1726,0.0,No bet suggested.,NO_BET
2026-06-26,FIFA World Cup,Paraguay vs Australia,Draw,3.24,0.3086,0.27,-0.0386,NO BET,HIGH RISK,0.1714,0.0,No bet suggested.,NO_BET
2026-06-22,FIFA World Cup,New Zealand vs Egypt,Draw,3.68,0.2717,0.2512,-0.0205,NO BET,HIGH RISK,0.1708,0.0,No bet suggested.,NO_BET
2026-06-26,FIFA World Cup,Turkey vs USA,Draw,3.47,0.2882,0.2588,-0.0294,NO BET,HIGH RISK,0.1693,0.0,No bet suggested.,NO_BET
2026-06-13,FIFA World Cup,USA vs Paraguay,Draw,3.38,0.2959,0.2625,-0.0334,NO BET,HIGH RISK,0.1691,0.0,No bet suggested.,NO_BET
2026-06-17,FIFA World Cup,Ghana vs Panama,Draw,3.4,0.2941,0.2612,-0.0329,NO BET,HIGH RISK,0.1684,0.0,No bet suggested.,NO_BET
2026-06-15,FIFA World Cup,Sweden vs Tunisia,Draw,3.37,0.2967,0.2625,-0.0342,NO BET,HIGH RISK,0.1683,0.0,No bet suggested.,NO_BET
2026-06-27,FIFA World Cup,DR Congo vs Uzbekistan,Draw,3.26,0.3067,0.2675,-0.0392,NO BET,HIGH RISK,0.1683,0.0,No bet suggested.,NO_BET
2026-06-17,FIFA World Cup,Portugal vs DR Congo,DR Congo,10.96,0.0912,0.179,0.0877,NO BET,VERY HIGH RISK,0.1667,0.0241,No bet suggested.,NO_BET
2026-06-27,FIFA World Cup,Cape Verde vs Saudi Arabia,Draw,3.32,0.3012,0.2637,-0.0375,NO BET,HIGH RISK,0.1663,0.0,No bet suggested.,NO_BET
2026-06-20,FIFA World Cup,Netherlands vs Sweden,Sweden,5.09,0.1965,0.2304,0.0339,NO BET,VERY HIGH RISK,0.1643,0.0106,No bet suggested.,NO_BET
2026-06-24,FIFA World Cup,Switzerland vs Canada,Draw,3.32,0.3012,0.2625,-0.0387,NO BET,HIGH RISK,0.1638,0.0,No bet suggested.,NO_BET
2026-06-25,FIFA World Cup,Japan vs Sweden,Draw,3.42,0.2924,0.2575,-0.0349,NO BET,HIGH RISK,0.1626,0.0,No bet suggested.,NO_BET
2026-06-27,FIFA World Cup,Colombia vs Portugal,Draw,3.33,0.3003,0.26,-0.0403,NO BET,HIGH RISK,0.1597,0.0,No bet suggested.,NO_BET
2026-06-26,FIFA World Cup,Turkey vs USA,Turkey,2.68,0.3731,0.2959,-0.0773,NO BET,HIGH RISK,0.1586,0.0,No bet suggested.,NO_BET
2026-06-21,FIFA World Cup,Tunisia vs Japan,Draw,3.54,0.2825,0.25,-0.0325,NO BET,HIGH RISK,0.1575,0.0,No bet suggested.,NO_BET
2026-06-20,FIFA World Cup,Turkey vs Paraguay,Draw,3.17,0.3155,0.2662,-0.0492,NO BET,HIGH RISK,0.157,0.0,No bet suggested.,NO_BET
2026-06-25,FIFA World Cup,South Africa vs South Korea,Draw,3.38,0.2959,0.2562,-0.0396,NO BET,HIGH RISK,0.1566,0.0,No bet suggested.,NO_BET
2026-06-26,FIFA World Cup,Norway vs France,Draw,3.65,0.274,0.2437,-0.0302,NO BET,HIGH RISK,0.1535,0.0,No bet suggested.,NO_BET
2026-06-12,FIFA World Cup,South Korea vs Czech Republic,Draw,3.11,0.3215,0.2662,-0.0553,NO BET,HIGH RISK,0.151,0.0,No bet suggested.,NO_BET
2026-06-16,FIFA World Cup,Iran vs New Zealand,Draw,3.39,0.295,0.2525,-0.0425,NO BET,HIGH RISK,0.15,0.0,No bet suggested.,NO_BET
2026-06-27,FIFA World Cup,Egypt vs Iran,Draw,3.05,0.3279,0.2687,-0.0591,NO BET,HIGH RISK,0.1496,0.0,No bet suggested.,NO_BET
2026-06-28,FIFA World Cup,Algeria vs Austria,Draw,3.19,0.3135,0.26,-0.0535,NO BET,HIGH RISK,0.1465,0.0,No bet suggested.,NO_BET
2026-06-18,FIFA World Cup,Czech Republic vs South Africa,Draw,3.34,0.2994,0.2525,-0.0469,NO BET,HIGH RISK,0.1456,0.0,No bet suggested.,NO_BET
2026-06-15,FIFA World Cup,Spain vs Cape Verde,Cape Verde,27.86,0.0359,0.1407,0.1048,NO BET,VERY HIGH RISK,0.1455,0.0272,No bet suggested.,NO_BET
2026-06-18,FIFA World Cup,Canada vs Qatar,Canada,1.31,0.7634,0.4542,-0.3092,NO BET,LOW RISK,0.145,0.0,No bet suggested.,NO_BET
2026-06-27,FIFA World Cup,New Zealand vs Belgium,New Zealand,9.85,0.1015,0.1731,0.0716,NO BET,VERY HIGH RISK,0.1447,0.0199,No bet suggested.,NO_BET
2026-06-23,FIFA World Cup,Portugal vs Uzbekistan,Uzbekistan,11.02,0.0907,0.1674,0.0766,NO BET,VERY HIGH RISK,0.144,0.0211,No bet suggested.,NO_BET
2026-06-24,FIFA World Cup,Morocco vs Haiti,Haiti,9.63,0.1038,0.1731,0.0693,NO BET,VERY HIGH RISK,0.1424,0.0193,No bet suggested.,NO_BET
2026-06-17,FIFA World Cup,Argentina vs Algeria,Algeria,8.58,0.1166,0.179,0.0624,NO BET,VERY HIGH RISK,0.1414,0.0177,No bet suggested.,NO_BET
2026-06-22,FIFA World Cup,France vs Iraq,Iraq,23.11,0.0433,0.1407,0.0974,NO BET,VERY HIGH RISK,0.1381,0.0255,No bet suggested.,NO_BET
2026-06-19,FIFA World Cup,Scotland vs Morocco,Draw,3.28,0.3049,0.25,-0.0549,NO BET,HIGH RISK,0.1351,0.0,No bet suggested.,NO_BET
2026-06-26,FIFA World Cup,Norway vs France,Norway,4.37,0.2288,0.2102,-0.0186,NO BET,HIGH RISK,0.1316,0.0,No bet suggested.,NO_BET
2026-06-25,FIFA World Cup,Tunisia vs Netherlands,Tunisia,6.54,0.1529,0.1911,0.0382,NO BET,VERY HIGH RISK,0.1293,0.0113,No bet suggested.,NO_BET
2026-06-14,FIFA World Cup,Germany vs Curaçao,Curaçao,41.6,0.024,0.1263,0.1023,NO BET,VERY HIGH RISK,0.1286,0.0262,No bet suggested.,NO_BET
2026-06-24,FIFA World Cup,Bosnia & Herzegovina vs Qatar,Bosnia & Herzegovina,1.55,0.6452,0.4008,-0.2443,NO BET,MEDIUM RISK,0.1265,0.0,No bet suggested.,NO_BET
2026-06-27,FIFA World Cup,Panama vs England,Panama,9.18,0.1089,0.1674,0.0584,NO BET,VERY HIGH RISK,0.1258,0.0164,No bet suggested.,NO_BET
2026-06-14,FIFA World Cup,Ivory Coast vs Ecuador,Draw,2.82,0.3546,0.2662,-0.0884,NO BET,HIGH RISK,0.1179,0.0,No bet suggested.,NO_BET
2026-06-20,FIFA World Cup,Brazil vs Haiti,Haiti,27.42,0.0365,0.1263,0.0898,NO BET,VERY HIGH RISK,0.1161,0.0233,No bet suggested.,NO_BET
2026-06-24,FIFA World Cup,Scotland vs Brazil,Scotland,6.44,0.1553,0.185,0.0297,NO BET,VERY HIGH RISK,0.1147,0.0088,No bet suggested.,NO_BET
2026-06-21,FIFA World Cup,Uruguay vs Cape Verde,Cape Verde,7.44,0.1344,0.1731,0.0387,NO BET,VERY HIGH RISK,0.1118,0.0112,No bet suggested.,NO_BET
2026-06-16,FIFA World Cup,Iraq vs Norway,Norway,1.2,0.8333,0.4716,-0.3617,NO BET,LOW RISK,0.11,0.0,No bet suggested.,NO_BET
2026-06-14,FIFA World Cup,Australia vs Turkey,Turkey,1.7,0.5882,0.3419,-0.2463,NO BET,MEDIUM RISK,0.0656,0.0,No bet suggested.,NO_BET
2026-06-28,FIFA World Cup,Jordan vs Argentina,Jordan,14.08,0.071,0.1174,0.0463,NO BET,VERY HIGH RISK,0.0637,0.0125,No bet suggested.,NO_BET
